"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"ASV693";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Caenispirillum"
"ASV694";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";"Baudoinia"
"ASV695";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Spizellomycetales";"Powellomycetaceae";"Thoreauomyces"
"ASV696";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Nostocales";"Scytonemataceae";"Iningainema"
"ASV697";"Bacteria";"Bacteroidota";"Bacteroidia";"Marinilabiliales";"Prolixibacteraceae";"Maribellus"
"ASV698";"Eukaryota";"Zoopagomycota";"Entomophthoromycetes";"Entomophthorales";"Ancylistaceae";"Neoconidiobolus"
"ASV699";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Rathayibacter"
"ASV700";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Westerdykella"
"ASV701";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Hymenopellis"
"ASV702";"Eukaryota";"NA";"Dinophyceae";"Syndiniales";"Amoebophryaceae";"Amoebophrya"
"ASV703";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Actinokineospora"
"ASV704";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Subtercola"
"ASV705";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Pleomorphomonadaceae";"Pleomorphomonas"
"ASV706";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Amycolatopsis"
"ASV707";"Eukaryota";"Zoopagomycota";"Kickxellomycetes";"Kickxellales";"Kickxellaceae";"Dipsacomyces"
"ASV708";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Agaricus"
"ASV709";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Candida"
"ASV710";"Eukaryota";"NA";"Eustigmatophyceae";"Eustigmatales";"Monodopsidaceae";"Nannochloropsis"
"ASV711";"Bacteria";"Actinomycetota";"Actinomycetes";"Streptosporangiales";"Streptosporangiaceae";"Herbidospora"
"ASV712";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycodaceae";"Saccharomycodes"
"ASV713";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Elaphomycetaceae";"Elaphomyces"
"ASV714";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Cantharellaceae";"Cantharellus"
"ASV715";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Ceratocystidaceae";"Thielaviopsis"
"ASV716";"Eukaryota";"Chlorophyta";"Ulvophyceae";"Bryopsidales";"Halimedaceae";"Udotea"
"ASV717";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Plantibacter"
"ASV718";"Eukaryota";"Chlorophyta";"Chlorophyceae";"Sphaeropleales";"Selenastraceae";"Raphidocelis"
"ASV719";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";"Botryosphaeriaceae";"Neofusicoccum"
"ASV720";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Thelonectria"
"ASV721";"Eukaryota";"Cryptomycota";"NA";"NA";"NA";"Paramicrosporidium"
"ASV722";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mytilinidiales";"Mytilinidiaceae";"Lophium"
"ASV723";"Eukaryota";"Evosea";"Eumycetozoa";"Acytosteliales";"Cavenderiaceae";"Cavenderia"
"ASV724";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Onygenaceae";"Ophidiomyces"
"ASV725";"Bacteria";"Actinomycetota";"Actinomycetes";"Mycobacteriales";"Gordoniaceae";"Gordonia"
"ASV726";"Eukaryota";"Fornicata";"NA";"Diplomonadida";"Hexamitidae";"Giardia"
"ASV727";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"Tuber"
"ASV728";"Bacteria";"Actinomycetota";"Actinomycetes";"Streptosporangiales";"Streptosporangiaceae";"Streptosporangium"
"ASV729";"Eukaryota";"Rhodophyta";"Florideophyceae";"Ceramiales";"Ceramiaceae";"Griffithsia"
"ASV730";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Salinarimonadaceae";"Salinarimonas"
"ASV731";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Cryphonectriaceae";"Cryphonectria"
"ASV732";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Tricholoma"
"ASV733";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Tetrapisispora"
"ASV734";"Bacteria";"Actinomycetota";"Coriobacteriia";"Coriobacteriales";"Coriobacteriaceae";"Collinsella"
"ASV735";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Georgefischeriales";"Tilletiariaceae";"Tilletiaria"
"ASV736";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Spizellomycetales";"Spizellomycetaceae";"Gaertneriomyces"
"ASV737";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Aurantimonadaceae";"Fulvimarina"
"ASV738";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Gorgonomycetaceae";"Gorgonomyces"
"ASV739";"Eukaryota";"Ascomycota";"Candelariomycetes";"Candelariales";"Candelariaceae";"Candelina"
"ASV740";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Lachancea"
"ASV741";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Magnetospirillum"
"ASV742";"Bacteria";"Actinomycetota";"Actinomycetes";"Micromonosporales";"Micromonosporaceae";"Actinoplanes"
"ASV743";"Eukaryota";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Melampsoraceae";"Melampsora"
"ASV744";"Eukaryota";"Ciliophora";"Heterotrichea";"Heterotrichida";"Stentoridae";"Stentor"
"ASV745";"Eukaryota";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Gaeumannomyces"
"ASV746";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Tirmania"
"ASV747";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Dactylonectria"
"ASV748";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Emcibacterales";"Emcibacteraceae";"Luteithermobacter"
"ASV749";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Globomycetaceae";"Globomyces"
"ASV750";"Eukaryota";"NA";"Cryptophyceae";"Pyrenomonadales";"Chroomonadaceae";"Chroomonas"
"ASV751";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Cladoniaceae";"Cladonia"
"ASV752";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Lentinus"
"ASV753";"Eukaryota";"Zoopagomycota";"Dimargaritomycetes";"Dimargaritales";"Dimargaritaceae";"Tieghemiomyces"
"ASV754";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Lachnocladiaceae";"Vararia"
"ASV755";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Millerozyma"
"ASV756";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Aeromonadales";"Aeromonadaceae";"Aeromonas"
"ASV757";"Eukaryota";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Ophiostoma"
"ASV758";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Thermoascaceae";"Paecilomyces"
"ASV759";"Eukaryota";"Cercozoa";"NA";"Cercomonadida";"Heteromitidae";"Heteromita"
"ASV760";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Boseaceae";"Bosea"
"ASV761";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Valsaceae";"Cytospora"
"ASV762";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Hericiaceae";"Dentipellis"
"ASV763";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Karstenula"
"ASV764";"Eukaryota";"Zoopagomycota";"NA";"Ramicandelaberales";"Ramicandelaberaceae";"Ramicandelaber"
"ASV765";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Spizellomycetales";"Powellomycetaceae";"Fimicolochytrium"
"ASV766";"Eukaryota";"NA";"NA";"Jakobida";"Stygiellidae";"Stygiella"
"ASV767";"Eukaryota";"Ascomycota";"Sordariomycetes";"NA";"NA";"Neoarthrinium"
"ASV768";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Comamonas"
"ASV769";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Lentzea"
"ASV770";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lophiotremataceae";"Lophiotrema"
"ASV771";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Spizellomycetales";"Spizellomycetaceae";"Spizellomyces"
"ASV772";"Eukaryota";"Parabasalia";"NA";"Trichomonadida";"Trichomonadidae";"Trichomonas"
"ASV773";"Bacteria";"Actinomycetota";"Actinomycetes";"Streptosporangiales";"Thermomonosporaceae";"Actinoallomurus"
"ASV774";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Roseobacteraceae";"Seohaeicola"
"ASV775";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"NA";"Emericellopsis"
"ASV776";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Agrococcus"
"ASV777";"Eukaryota";"Euglenozoa";"Kinetoplastea";"Trypanosomatida";"Trypanosomatidae";"Paratrypanosoma"
"ASV778";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Omphalotaceae";"Rhodocollybia"
"ASV779";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Enterobacterales";"Morganellaceae";"Providencia"
"ASV780";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Alteraurantiacibacter"
"ASV781";"Eukaryota";"Mucoromycota";"Glomeromycetes";"Diversisporales";"Gigasporaceae";"Scutellospora"
"ASV782";"Eukaryota";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Ustilaginaceae";"Pseudozyma"
"ASV783";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Macroventuria"
"ASV784";"Bacteria";"Chlamydiota";"Chlamydiia";"Parachlamydiales";"Waddliaceae";"Waddlia"
"ASV785";"Eukaryota";"Cercozoa";"Thecofilosea";"Tectofilosida";"Chlamydophryidae";"Lecythium"
"ASV786";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Mycosphaerellaceae";"Dothistroma"
"ASV787";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Suillaceae";"Suillus"
"ASV788";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Weeksellaceae";"Chryseobacterium"
"ASV789";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Radiomycetaceae";"Radiomyces"
"ASV790";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Steccherinaceae";"Steccherinum"
"ASV791";"Eukaryota";"Microsporidia";"NA";"NA";"NA";"Mitosporidium"
"ASV792";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rickettsiales";"Anaplasmataceae";"Wolbachia"
"ASV793";"Archaea";"Candidatus Micrarchaeota";"Candidatus Micrarchaeia";"Candidatus Norongarragalinales";"Candidatus Norongarragalinaceae";"Candidatus Norongarragalina"
"ASV794";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Nostocales";"Tolypothrichaceae";"Tolypothrix"
"ASV795";"Eukaryota";"NA";"Dinophyceae";"Gymnodiniales";"Kareniaceae";"Karlodinium"
"ASV796";"Eukaryota";"Ascomycota";"Dothideomycetes";"Eremomycetales";"Eremomycetaceae";"Eremomyces"
"ASV797";"Bacteria";"Actinomycetota";"Actinomycetes";"Kitasatosporales";"Streptomycetaceae";"Kitasatospora"
"ASV798";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Actinoalloteichus"
"ASV799";"Eukaryota";"Ascomycota";"Dothideomycetes";"Hysteriales";"Hysteriaceae";"Rhytidhysteron"
"ASV800";"Eukaryota";"Rhodophyta";"Bangiophyceae";"Cyanidiales";"Cyanidiaceae";"Cyanidiococcus"
"ASV801";"Eukaryota";"Ascomycota";"Dothideomycetes";"Phaeotrichales";"Phaeotrichaceae";"Trichodelitschia"
"ASV802";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Bogoriellaceae";"Georgenia"
"ASV803";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";"Botryosphaeriaceae";"Lasiodiplodia"
"ASV804";"Eukaryota";"Bacillariophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Nitzschia"
"ASV805";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Sclerodermataceae";"Scleroderma"
"ASV806";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";"Blastosporella"
"ASV807";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Noviherbaspirillum"
"ASV808";"Bacteria";"Deinococcota";"Deinococci";"Deinococcales";"Deinococcaceae";"Deinococcus"
"ASV809";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellaceae";"Micractinium"
"ASV810";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"NA";"Infundibulicybe"
"ASV811";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Aurantimonadaceae";"Aureimonas"
"ASV812";"Eukaryota";"NA";"Bigyra";"Bicosoecida";"Cafeteriaceae";"Cafeteria"
"ASV813";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Lichtheimiaceae";"Dichotomocladium"
"ASV814";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hysterangiales";"Hysterangiaceae";"Hysterangium"
"ASV815";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora"
"ASV816";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Paxillaceae";"Hydnomerulius"
"ASV817";"Eukaryota";"Evosea";"Eumycetozoa";"Acytosteliales";"Acytosteliaceae";"Heterostelium"
"ASV818";"Bacteria";"Actinomycetota";"Actinomycetes";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium"
"ASV819";"Bacteria";"Bacteroidota";"Sphingobacteriia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium"
"ASV820";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Coniophoraceae";"Coniophora"
"ASV821";"Bacteria";"Campylobacterota";"Epsilonproteobacteria";"Campylobacterales";"Helicobacteraceae";"Helicobacter"
"ASV822";"Bacteria";"Chlamydiota";"Chlamydiia";"Chlamydiales";"Chlamydiaceae";"Chlamydia"
"ASV823";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Pseudanabaenales";"Pseudanabaenaceae";"Pseudanabaena"
"ASV824";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Dipodascaceae";"Yarrowia"
"ASV825";"Eukaryota";"Euglenozoa";"Kinetoplastea";"Trypanosomatida";"Trypanosomatidae";"Leptomonas"
"ASV826";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Bondarzewiaceae";"Heterobasidion"
"ASV827";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Fomitopsidaceae";"Fomitopsis"
"ASV828";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Fonsecaea"
"ASV829";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Massarinaceae";"Massarina"
"ASV830";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Armillaria"
"ASV831";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Rickenellaceae";"Rickenella"
"ASV832";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Backusellaceae";"Backusella"
"ASV833";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Kazachstania"
"ASV834";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"NA";"Leucogyrophana"
"ASV835";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Omphalotaceae";"Gymnopus"
"ASV836";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Cunninghamellaceae";"Gongronella"
"ASV837";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Cladochytriales";"Nowakowskiellaceae";"Nowakowskiella"
"ASV838";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytriomycetaceae";"Rhizoclosmatium"
"ASV839";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Beijerinckiaceae";"Methylocella"
"ASV840";"Eukaryota";"Ascomycota";"Dothideomycetes";"NA";"Zopfiaceae";"Zopfia"
"ASV841";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Moniliophthora"
"ASV842";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Leeuwenhoekiella"
"ASV843";"Eukaryota";"Zoopagomycota";"Kickxellomycetes";"Kickxellales";"Kickxellaceae";"Mycoemilia"
"ASV844";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Multifurca"
"ASV845";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Yamadazyma"
"ASV846";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Ferruginibacter"
"ASV847";"Bacteria";"Armatimonadota";"Armatimonadia";"Armatimonadales";"Armatimonadaceae";"Armatimonas"
"ASV848";"Eukaryota";"NA";"NA";"NA";"Vitrellaceae";"Vitrella"
"ASV849";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"NA";"NA";"Candidatus Profftella"
"ASV850";"Eukaryota";"Blastocladiomycota";"Physodermatomycetes";"Physodermatales";"Physodermataceae";"Paraphysoderma"
"ASV851";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Sporocadaceae";"Neopestalotiopsis"
"ASV852";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Jalapriya"
"ASV853";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Roseicella"
"ASV854";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Lichtheimiaceae";"Circinella"
"ASV855";"Bacteria";"Actinomycetota";"Actinomycetes";"Micromonosporales";"Micromonosporaceae";"Jidongwangia"
"ASV856";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Modicella"
"ASV857";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Phyllobacteriaceae";"Oricola"
"ASV858";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytridiaceae";"Chytridium"
"ASV859";"Eukaryota";"Ascomycota";"Schizosaccharomycetes";"Schizosaccharomycetales";"Schizosaccharomycetaceae";"Schizosaccharomyces"
"ASV860";"Eukaryota";"Apicomplexa";"Conoidasida";"Eugregarinorida";"Gregarinidae";"Gregarina"
"ASV861";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Hirsutella"
"ASV862";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Stereaceae";"Amylostereum"
"ASV863";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Ostropales";"Graphidaceae";"Diploschistes"
"ASV864";"Eukaryota";"Evosea";"Variosea";"NA";"NA";"Filamoeba"
"ASV865";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Neonectria"
"ASV866";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingobium"
"ASV867";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"Fomitiporia"
"ASV868";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Wickerhamomyces"
"ASV869";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"Coleofasciculaceae";"Coleofasciculus"
"ASV870";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Listeriaceae";"Listeria"
"ASV871";"Eukaryota";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Sporothrix"
"ASV872";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Terfezia"
"ASV873";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"Corallococcus"
"ASV874";"Eukaryota";"Ascomycota";"Coniocybomycetes";"Coniocybales";"Coniocybaceae";"Chaenotheca"
"ASV875";"Eukaryota";"Bacillariophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Fragilariopsis"
"ASV876";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Niabella"
"ASV877";"Bacteria";"Actinomycetota";"Actinomycetes";"Frankiales";"Frankiaceae";"Frankia"
"ASV878";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Laetiporaceae";"Laetiporus"
"ASV879";"Eukaryota";"NA";"Pelagophyceae";"Pelagomonadales";"NA";"Aureococcus"
"ASV880";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";"Botryosphaeriaceae";"Botryosphaeria"
"ASV881";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lophiostomataceae";"Lophiostoma"
"ASV882";"Eukaryota";"Basidiomycota";"Ustilaginomycetes";"Urocystidales";"Glomosporiaceae";"Thecaphora"
"ASV883";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mycotyphaceae";"Mycotypha"
"ASV884";"Eukaryota";"NA";"Dinophyceae";"Peridiniales";"Pfiesteriaceae";"Pfiesteria"
"ASV885";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Craurococcus"
"ASV886";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Drechmeria"
"ASV887";"Eukaryota";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"Dacrymycetaceae";"Dacryopinax"
"ASV888";"Bacteria";"Myxococcota";"NA";"Haliangiales";"Kofleriaceae";"Haliangium"
"ASV889";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Aurantimonadaceae";"Martelella"
"ASV890";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Hypoxylaceae";"Annulohypoxylon"
"ASV891";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides"
"ASV892";"Eukaryota";"Evosea";"Eumycetozoa";"Stemonitida";"Stemonitidae";"Comatricha"
"ASV893";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Seirophora"
"ASV894";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"NA";"Luteimicrobium"
"ASV895";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"NA";"Babjeviella"
"ASV896";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Maricaulales";"Maricaulaceae";"Glycocaulis"
"ASV897";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Eremothecium"
"ASV898";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meripilaceae";"Physisporinus"
"ASV899";"Eukaryota";"Cercozoa";"Chlorarachniophyceae";"NA";"NA";"Bigelowiella"
"ASV900";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Phycomycetaceae";"Phycomyces"
"ASV901";"Eukaryota";"Mucoromycota";"Glomeromycetes";"Archaeosporales";"Geosiphonaceae";"Geosiphon"
"ASV902";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Amylocorticiales";"Amylocorticiaceae";"Plicaturopsis"
"ASV903";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Epitheliaceae";"Epithele"
"ASV904";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Cyclobacteriaceae";"Algoriphagus"
"ASV905";"Eukaryota";"Evosea";"Eumycetozoa";"Stemonitida";"Stemonitidae";"Meriderma"
"ASV906";"Eukaryota";"Evosea";"Eumycetozoa";"Trichiida";"Trichiidae";"Trichia"
"ASV907";"Eukaryota";"Evosea";"Eumycetozoa";"Stemonitida";"Stemonitidae";"Collaria"
"ASV908";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Hymenostomatida";"NA";"Ichthyophthirius"
"ASV909";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Metschnikowiaceae";"Metschnikowia"
"ASV910";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Pseudobutyrivibrio"
